User_ID,user_diet,preferred_cuisines,monthly_budget_inr,purchase_date,Product_ID,Product_Name,Brand,Category,Subcategory,unit,unit_price_inr,quantity_purchased,discount_applied,total_spent_inr,storage_type,expiration_date,days_to_expiry,quantity_on_hand,reorder_level,reorder_quantity,payment_method,store_type,calories,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,product_diet_tags,recipe_id,recipe_name,recipe_cuisine,recipe_cook_time_min,ingredient_product_ids,ingredient_qtys,recipe_instructions,user_monthly_spend_inr,category_spend_share
U0079,vegetarian,Rajasthani,9773,2025-05-10,P00318,Prawns Family,Fortune,meat_seafood,prawns,g,254.73,928.0,0.0,254.73,chilled,2025-05-16,6,309,3,1,Credit Card,offline,248.6,27.42,4.75,0.0,0.0,0.0,69.9,"gluten-free,keto,lactose-free,nut-free",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1940.0,0.1313
U0069,vegetarian,Thai,3916,2025-07-24,P00447,Lassi Select,Dabur,beverages,lassi,L,181.69,4.73,0.06,170.79,chilled,2026-01-01,161,2365,2,2,NetBanking,offline,31.0,0.53,5.29,3.47,0.7,1.33,34.8,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,196.67,1.0
U0054,vegetarian,"Mediterranean,Thai",8600,2024-05-03,P00132,Millets Premium,Dabur,grains,millets,kg,83.53,2.73,0.0,83.53,ambient,2024-08-04,93,1365,3,2,Wallet,offline,340.0,6.76,5.35,52.56,5.96,0.56,11.5,"egg-free,gluten-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,997.82,0.1651
U0083,"egg-free,vegetarian",Indian,4928,2025-03-12,P00289,Flatbreads Classic,Borges,bakery,flatbreads,pcs,103.31,20.0,0.0,2066.2,ambient,2025-03-17,5,20,1,1,Credit Card,offline,585.9,1.44,11.98,100.97,4.18,7.15,491.6,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,6171.8,0.3348
U0077,vegan,"Indo-Chinese,Mediterranean,South Indian",6962,2024-11-14,P00602,Biscuits Premium,Maggi,snacks,biscuits,g,232.01,1932.0,0.07,215.77,chilled,2025-09-29,319,386,1,3,Cash,offline,325.7,10.44,1.58,53.36,2.91,10.71,672.7,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,511.83,0.4216
U0075,vegetarian,"Hyderabadi,Maharashtrian,Mediterranean",11237,2024-03-03,P00361,Canned Daily,Maggi,packaged_food,canned,kg,103.77,1.59,0.03,100.66,chilled,2025-07-24,508,397,3,5,Wallet,online,430.1,7.69,20.82,73.82,1.62,10.54,790.2,"egg-free,jain-friendly,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1168.34,0.9069
U0001,none,Indian,4071,2024-09-04,P00558,Paste Select,MDH,spices_masala,paste,kg,45.21,3.29,0.0,45.21,chilled,2024-12-05,92,1645,7,4,Cash,online,304.0,9.83,4.65,43.63,23.09,0.35,35.2,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,2710.66,0.1685
U0071,gluten-free,"Indo-Chinese,Punjabi",12548,2024-11-09,P00546,Paste Family,Haldiram,spices_masala,paste,kg,373.33,0.38,0.0,373.33,ambient,2026-01-15,432,190,8,4,Credit Card,offline,336.4,12.92,0.17,64.15,28.17,3.39,44.3,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1468.45,0.2542
U0109,lactose-free,Punjabi,8658,2025-02-14,P00284,Cakes Family,Nestle,bakery,cakes,pcs,171.57999999999998,22.0,0.0,3049.64,ambient,2025-02-23,9,22,2,3,Credit Card,online,456.6,4.03,19.8,43.4,4.38,24.46,554.5,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,3385.56,0.9008
U0089,lactose-free,"Gujarati,Hyderabadi",12214,2025-03-22,P00288,Flatbreads Fresh,Dabur,bakery,flatbreads,pcs,55.54,19.0,0.0,1055.26,frozen,2025-03-31,9,19,7,1,NetBanking,online,609.0,9.23,18.26,59.19,4.11,15.07,537.9,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",R0110,Noodles Express,Goan,48,P00573;P00344;P00332;P00085;P00501;P00227;P00107,2 pcs;4 pcs;3 pcs;4 pcs;287 g;414 g;443 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,1739.3,0.6067
U0058,"egg-free,vegetarian",North Indian,4851,2025-03-12,P00223,Curd Daily,Parle,dairy,curd,mL,199.6,729.0,0.0,199.6,chilled,2025-03-20,8,243,9,4,Debit Card,online,74.9,6.94,3.93,3.86,0.0,1.45,91.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,199.6,1.0
U0034,egg-free,Gujarati,9655,2024-12-08,P00606,Biscuits Select,Kissan,snacks,biscuits,g,92.03,472.0,0.11,81.91,ambient,2026-04-29,507,157,4,5,Wallet,online,412.6,6.41,12.95,66.49,2.37,24.83,37.9,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1035.47,0.0791
U0033,egg-free,"Mediterranean,Indo-Chinese",4105,2024-06-06,P00074,Leafy Classic,MTR,vegetables,leafy,g,117.96,1679.0,0.0,117.96,frozen,2024-06-15,9,839,5,2,Cash,online,28.5,2.67,0.78,5.8,1.32,0.63,21.3,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1365.48,0.1953
U0074,egg-free,"Rajasthani,South Indian",4559,2025-01-07,P00560,Sweets Daily,MTR,snacks,sweets,pcs,172.72,23.0,0.0,3972.56,frozen,2025-12-14,341,23,2,2,Debit Card,online,622.9,10.63,19.82,72.84,1.26,13.92,689.6,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,3972.56,1.0
U0026,gluten-free,Punjabi,10726,2024-12-01,P00248,Cheese Classic,Fortune,dairy,cheese,L,101.97,3.37,0.05,96.87,ambient,2024-12-10,9,1685,7,4,NetBanking,offline,65.3,1.65,1.09,5.44,0.0,5.47,101.0,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegetarian",R0233,Noodles Homestyle,Mediterranean,28,P00604;P00548;P00654;P00597;P00293;P00721,441 g;360 g;284 mL;252 g;336 g;224 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,96.87,1.0
U0076,nut-free,"Thai,Italian",8708,2024-04-11,P00241,Cheese Fresh,Maggi,dairy,cheese,g,214.08,536.0,0.09,194.81,ambient,2024-04-18,7,268,5,5,UPI,online,155.7,0.63,2.27,5.83,0.0,8.33,37.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1301.01,0.1497
U0025,vegetarian,Not Specified,12378,2025-01-31,P00740,Frozen Snacks Premium,Britannia,frozen,frozen_snacks,g,457.39,146.0,0.0,457.39,chilled,2026-01-13,347,48,5,5,Wallet,online,260.0,0.1,5.81,18.96,4.37,4.11,223.1,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,6715.26,0.1002
U0026,gluten-free,Punjabi,10726,2024-06-28,P00250,Curd Select,Kissan,dairy,curd,g,135.24,1464.0,0.13,117.66,chilled,2024-07-06,8,292,5,3,Cash,online,64.0,1.32,5.63,6.79,0.0,5.55,117.2,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegetarian",R0187,Pulao Homestyle,Goan,10,P00235;P00056;P00545,301 mL;167 g;1.41 kg,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,3982.78,0.1468
U0047,nut-free,Punjabi,8348,2024-02-28,P00464,Mustard Oil Fresh,Nestle,oils_ghee,mustard_oil,L,809.44,1.07,0.08,744.68,ambient,2025-03-21,387,356,7,4,UPI,offline,885.5,0.0,98.43,0.0,0.0,0.0,0.0,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1505.93,0.4945
U0054,vegetarian,"Mediterranean,Thai",8600,2025-01-29,P00703,Purees Select,Aashirvaad,baby_food,purees,kg,738.97,0.57,0.11,657.68,chilled,2025-04-05,66,190,7,2,Debit Card,online,89.7,4.03,3.78,11.65,2.56,5.45,50.1,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,706.53,0.9309
U0003,jain-friendly,"South Indian,Indo-Chinese,Italian",10854,2025-02-14,P00298,Cakes Fresh,Borges,bakery,cakes,kg,21.02,2.71,0.09,19.13,ambient,2025-02-21,7,903,3,4,Debit Card,offline,321.3,5.36,19.08,102.86,3.6,28.85,741.1,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",R0139,Salad Fusion,Rajasthani,47,P00587;P00296;P00396;P00555;P00655;P00267;P00281,2 pcs;1 pcs;1 pcs;321 g;184 mL;387 g;230 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,299.57,0.0639
U0005,nut-free,Indian,8196,2024-05-14,P00341,Prawns Fresh,Del Monte,meat_seafood,prawns,g,540.61,763.0,0.09,491.96,ambient,2024-05-27,13,254,6,1,NetBanking,online,176.0,17.99,4.07,0.0,0.0,0.0,127.4,"gluten-free,keto,lactose-free,nut-free",R0033,Kebabs Homestyle,Punjabi,48,P00273;P00234;P00712;P00417;P00403,1 pcs;70 mL;4 pcs;1.08 L;1.21 kg,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,762.81,0.6449
U0030,vegan,"Hyderabadi,Gujarati",8320,2025-04-15,P00525,Paste Select,MDH,spices_masala,paste,g,651.07,1199.0,0.0,651.07,chilled,2026-03-03,322,239,3,5,NetBanking,online,339.1,6.73,13.07,44.07,19.88,2.72,55.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0080,Wrap Homestyle,Indo-Chinese,58,P00481;P00387;P00550;P00467;P00460;P00379,0.87 L;2 pcs;1.18 kg;1.42 L;354 mL;2 pcs,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,946.29,0.688
U0019,gluten-free,"South Indian,Thai",13076,2025-07-14,P00180,Kidney Beans Classic,MDH,legumes_pulses,kidney_beans,kg,77.99,2.16,0.1,70.19,frozen,2026-04-28,288,540,2,2,NetBanking,offline,210.1,7.42,2.65,68.99,8.6,1.78,1.8,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,275.02,0.7624
U0054,vegetarian,"Mediterranean,Thai",8600,2025-04-21,P00135,Oats Fresh,Amul,grains,oats,g,65.05,947.0,0.0,65.05,ambient,2026-04-12,356,315,1,3,NetBanking,offline,384.9,8.82,3.09,64.38,8.22,1.07,9.0,"egg-free,gluten-free,jain-friendly,lactose-free,vegan,vegetarian",R0287,Masala Chef's Pick,Rajasthani,52,P00382;P00109;P00412;P00477,0.81 kg;139 g;0.99 L;0.71 L,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,794.86,0.0818
U0073,"gluten-free,vegetarian","Rajasthani,Mexican",8555,2024-02-23,P00619,Chutney Premium,Nandini,condiments,chutney,g,262.79,1163.0,0.05,249.65,frozen,2025-02-14,357,290,9,2,NetBanking,online,148.9,1.6,0.89,23.57,2.13,14.65,37.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0098,Pasta Chef's Pick,South Indian,24,P00585;P00072;P00363;P00403;P00710,1 pcs;402 g;60 g;1.19 kg;0.55 kg,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,249.65,1.0
U0046,keto,Gujarati,14648,2024-05-16,P00385,Ready Meals Premium,Patanjali,packaged_food,ready_meals,g,91.67,1409.0,0.0,91.67,ambient,2024-12-17,215,469,7,1,Wallet,offline,370.4,0.63,23.53,63.65,2.37,8.27,206.0,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",R0214,Sandwich Homestyle,Rajasthani,14,P00258;P00645;P00416;P00448;P00358;P00579,3 pcs;0.9 L;298 g;213 mL;3 pcs;355 g,Not Specified,91.67,1.0
U0072,gluten-free,"North Indian,Italian,Goan",5273,2024-12-22,P00670,Purees Daily,MotherDairy,baby_food,purees,pcs,470.19,13.0,0.06,5745.72,chilled,2025-07-10,200,13,6,1,Cash,offline,94.4,3.08,2.42,18.92,0.69,7.28,39.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0027,Noodles Chef's Pick,Mediterranean,37,P00647;P00726;P00377;P00123;P00378;P00225;P00193,316 mL;137 g;3 pcs;331 g;3 pcs;396 g;111 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,11351.18,0.5062
U0086,egg-free,"Rajasthani,Thai",11403,2025-04-07,P00545,Blended Masala Family,Britannia,spices_masala,blended_masala,kg,455.68,1.15,0.0,455.68,chilled,2025-07-12,96,230,4,5,Cash,offline,264.8,15.45,9.01,49.66,26.89,0.79,70.8,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",R0283,Noodles Delight,Punjabi,89,P00595;P00281;P00580;P00579;P00111;P00450,4 pcs;464 g;123 g;483 g;0.42 kg;278 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,4133.67,0.1102
U0009,egg-free,"Gujarati,Mexican,Indian",5417,2024-04-29,P00599,Sweets Daily,MDH,snacks,sweets,kg,68.5,3.84,0.0,68.5,ambient,2025-07-03,430,1920,4,3,Credit Card,offline,346.6,10.33,25.4,55.6,6.32,19.75,324.5,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",R0026,Sandwich Homestyle,Gujarati,11,P00640;P00288;P00066;P00214;P00658;P00716,0.96 L;4 pcs;456 g;148 g;264 mL;302 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,152.15,0.4502
U0086,egg-free,"Rajasthani,Thai",11403,2024-01-23,P00340,Mutton Daily,Parle,meat_seafood,mutton,pcs,675.03,12.0,0.0,8100.36,chilled,2024-02-06,14,12,1,4,Debit Card,offline,199.9,23.82,18.44,0.0,0.0,0.0,114.1,"gluten-free,keto,lactose-free,nut-free",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,8100.36,1.0
U0079,vegetarian,Rajasthani,9773,2024-08-16,P00305,Cakes Classic,Amul,bakery,cakes,g,162.94,207.0,0.0,162.94,chilled,2024-08-25,9,51,4,4,Wallet,online,429.6,3.44,19.08,39.72,0.6,7.67,411.1,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,5445.34,0.4247
U0074,egg-free,"Rajasthani,South Indian",4559,2024-07-27,P00475,Mustard Oil Select,Dabur,oils_ghee,mustard_oil,mL,651.96,1845.0,0.0,651.96,frozen,2025-03-23,239,369,5,4,Wallet,online,910.4,0.0,104.16,0.0,0.0,0.0,0.0,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0045,Kebabs Express,Hyderabadi,57,P00640;P00518;P00580;P00016,1.1 L;0.38 kg;226 g;1.43 kg,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,1762.53,0.7037
U0088,nut-free,Hyderabadi,6748,2025-06-13,P00028,Stone Select,Parle,fruits,stone,g,133.15,1749.0,0.03,129.16,ambient,2025-06-16,3,874,7,1,Wallet,offline,14.2,0.63,0.4,7.52,4.14,14.48,1.4,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,407.8,0.3167
U0099,vegetarian,"Rajasthani,Goan,Thai",10641,2024-01-24,P00089,Root Select,Kissan,vegetables,root,g,84.24,1926.0,0.0,84.24,frozen,2024-01-27,3,963,1,2,NetBanking,online,12.8,0.29,0.38,8.44,4.69,2.97,13.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",R0085,Pasta Express,Mexican,49,P00415;P00741;P00740,1.04 L;412 g;215 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,147.42,0.5714
U0045,"egg-free,vegetarian","Mexican,Indo-Chinese",3815,2025-01-13,P00294,Cakes Family,Amul,bakery,cakes,pcs,151.86,4.0,0.0,607.44,frozen,2025-01-19,6,4,2,4,Wallet,online,407.9,8.08,22.3,58.59,5.16,16.06,658.6,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,2191.28,0.2772
U0090,"egg-free,vegetarian","Italian,Punjabi,North Indian",12987,2024-05-21,P00307,Prawns Classic,Parle,meat_seafood,prawns,g,370.32,961.0,0.21,292.55,frozen,2024-05-28,7,192,7,2,Credit Card,online,181.3,23.1,20.53,0.0,0.0,0.0,119.6,"gluten-free,keto,lactose-free,nut-free",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,420.76,0.6953
U0082,vegetarian,"Mexican,Thai",8245,2025-01-12,P00060,Allium Premium,Kissan,vegetables,allium,g,143.19,952.0,0.0,143.19,ambient,2025-01-21,9,238,4,5,UPI,offline,52.7,2.0,0.67,10.68,2.44,4.51,25.7,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,4882.61,0.0293
U0062,gluten-free,"Gujarati,Hyderabadi,Indo-Chinese",11937,2025-04-15,P00061,Allium Fresh,MTR,vegetables,allium,pcs,96.19,4.0,0.14,330.89,chilled,2025-04-23,8,4,8,3,NetBanking,offline,52.4,2.41,0.66,9.64,3.92,1.22,14.5,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,892.77,0.3706
U0008,none,"Bengali,Hyderabadi,Rajasthani",11368,2024-02-12,P00750,Ice Cream Classic,Haldiram,frozen,ice_cream,g,421.52,664.0,0.0,421.52,ambient,2024-08-15,185,132,4,1,UPI,online,196.3,7.7,7.95,18.06,1.99,1.17,415.8,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,902.76,0.4669
U0056,gluten-free,"South Indian,Mediterranean,Italian",3525,2024-02-06,P00605,Sweets Select,MTR,snacks,sweets,g,223.25,351.0,0.0,223.25,frozen,2024-07-02,147,117,3,4,Cash,offline,327.5,3.22,17.62,72.12,0.22,10.23,614.5,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",R0067,Biryani Fusion,Hyderabadi,58,P00507;P00105;P00167,0.12 kg;150 g;0.81 kg,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,460.07,0.4853
U0119,nut-free,"Indian,Mediterranean",5945,2025-04-03,P00662,Purees Select,Kissan,baby_food,purees,g,575.65,1321.0,0.0,575.65,frozen,2026-02-15,318,330,8,5,Cash,online,78.2,2.29,3.06,12.63,1.43,7.82,23.3,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",R0250,Curry Express,Hyderabadi,38,P00581;P00657;P00649;P00543;P00064;P00385,1.26 kg;0.59 L;253 mL;0.79 kg;360 g;205 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,819.03,0.7028
U0042,nut-free,"Goan,Punjabi",12097,2024-10-21,P00183,Kidney Beans Family,Everest,legumes_pulses,kidney_beans,g,134.52,1994.0,0.04,129.14,ambient,2026-02-07,474,664,8,4,Wallet,online,381.7,9.79,3.94,54.16,7.24,1.82,1.1,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0030,Salad Special,South Indian,54,P00501;P00424;P00226;P00184;P00165;P00429;P00311,73 g;334 mL;104 mL;1.08 kg;0.95 kg;0.64 L;4 pcs,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,232.02,0.5566
U0093,keto,Indian,13100,2024-07-23,P00534,Blended Masala Fresh,Nandini,spices_masala,blended_masala,g,414.55,890.0,0.0,414.55,frozen,2024-10-02,71,222,5,2,Credit Card,online,236.4,16.44,4.39,56.51,32.92,3.72,22.5,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0045,Kebabs Express,Hyderabadi,57,P00640;P00518;P00580;P00016,1.1 L;0.38 kg;226 g;1.43 kg,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,2259.67,0.1835
U0107,gluten-free,"Gujarati,North Indian,Maharashtrian",12364,2025-07-15,P00711,Frozen Veg Family,Borges,frozen,frozen_veg,g,463.0,535.0,0.17,384.29,frozen,2026-07-11,361,267,6,1,NetBanking,online,161.1,9.52,15.66,12.87,4.39,3.09,357.5,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0163,Tawa Mix Special,Hyderabadi,69,P00482;P00565;P00510;P00157;P00048;P00204,185 mL;5 pcs;1.41 kg;308 g;0.51 kg;361 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,384.29,1.0
U0075,vegetarian,"Hyderabadi,Maharashtrian,Mediterranean",11237,2024-10-09,P00346,Prawns Select,Dabur,meat_seafood,prawns,pcs,306.52,7.0,0.0,2145.64,ambient,2024-10-15,6,7,1,3,Debit Card,online,205.3,26.66,16.44,0.0,0.0,0.0,48.6,"gluten-free,keto,lactose-free,nut-free",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,2145.64,1.0
U0097,jain-friendly,Goan,5874,2024-10-01,P00435,Tea Classic,Maggi,beverages,tea,L,22.36,3.81,0.0,22.36,ambient,2025-05-10,221,1905,5,2,UPI,offline,29.4,1.25,0.15,12.13,0.14,8.39,58.4,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,22.36,1.0
U0038,jain-friendly,"Punjabi,South Indian,Mexican",12931,2024-07-28,P00546,Paste Family,Haldiram,spices_masala,paste,kg,86.28,3.91,0.0,86.28,frozen,2024-11-10,105,977,4,3,Cash,offline,336.4,12.92,0.17,64.15,28.17,3.39,44.3,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,3358.75,0.0257
U0117,"egg-free,vegetarian","Gujarati,Thai",3447,2025-05-11,P00002,Pome Premium,Nandini,fruits,pome,g,61.64,1326.0,0.0,61.64,chilled,2025-05-19,8,331,8,1,NetBanking,online,50.5,0.2,5.29,12.65,2.51,12.4,7.2,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1165.93,0.0529
U0073,"gluten-free,vegetarian","Rajasthani,Mexican",8555,2025-02-12,P00690,Purees Family,Amul,baby_food,purees,pcs,571.55,21.0,0.09,10922.32,ambient,2026-03-27,408,21,4,4,Credit Card,online,102.6,3.18,1.13,10.31,3.05,8.87,21.3,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,11548.59,0.9458
U0059,none,"Bengali,North Indian",11920,2024-01-21,P00618,Vinegar Daily,Patanjali,condiments,vinegar,g,241.7,1043.0,0.0,241.7,chilled,2024-06-12,143,521,5,3,Wallet,online,197.0,0.15,3.34,22.14,0.59,11.98,304.8,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,448.67,0.6185
U0013,nut-free,Maharashtrian,11829,2024-12-23,P00412,Juices Select,Kissan,beverages,juices,L,34.25,0.86,0.0,34.25,chilled,2025-07-03,192,286,2,3,Wallet,offline,0.0,0.92,0.28,18.92,0.98,1.2,44.8,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,794.85,0.0431
U0085,gluten-free,Hyderabadi,10557,2025-08-16,P00311,Fish Family,Parle,meat_seafood,fish,pcs,361.46,8.0,0.0,2891.68,frozen,2025-08-24,8,8,4,4,NetBanking,online,236.2,34.39,10.4,0.0,0.0,0.0,15.0,"gluten-free,keto,lactose-free,nut-free",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,5101.59,0.5668
U0079,vegetarian,Rajasthani,9773,2024-08-09,P00391,Pasta Select,Parle,packaged_food,pasta,pcs,286.94,10.0,0.0,2869.4,ambient,2024-12-09,122,10,8,5,Credit Card,online,282.7,9.33,22.27,87.18,1.63,17.75,242.1,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,5445.34,0.5269
U0087,nut-free,North Indian,4166,2025-02-11,P00044,Stone Daily,Nandini,fruits,stone,g,249.58,872.0,0.04,239.6,ambient,2025-02-20,9,290,5,2,Debit Card,online,60.3,0.65,0.01,25.24,4.64,15.68,0.4,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0281,Soup Chef's Pick,Goan,26,P00088;P00549;P00033;P00268;P00232;P00544,2 pcs;351 g;2 pcs;156 g;222 g;101 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,786.61,0.3046
U0076,nut-free,"Thai,Italian",8708,2024-07-14,P00595,Biscuits Fresh,Parle,snacks,biscuits,pcs,30.89,23.0,0.11,632.32,chilled,2025-06-25,346,23,4,1,Credit Card,online,393.6,10.23,15.32,59.29,5.91,19.66,348.0,"egg-free,jain-friendly,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1149.4,0.7113
U0076,nut-free,"Thai,Italian",8708,2024-12-16,P00601,Savories Daily,Amul,snacks,savories,kg,29.5,4.01,0.14,25.37,ambient,2026-05-05,505,2005,4,4,Cash,online,289.9,7.03,6.82,18.92,0.22,29.12,933.0,"egg-free,jain-friendly,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,8638.41,0.0029
